,LBMB011,LBMB043,LBMB198,LBMB200,LBMB203,LBMB204,LBMB205,LBMB206,LBMB207,LBMB208,LBMB210,LBMB211,LBMB212,LBMB213,LBMB216,LBMB217,LBMB218,LBMB219,LBMB220,LBMB221,LBMB222,LBMB223,LBMB224,LBMB225,LBMB226,LBMB227,LBMB228,LBMB229,LBMB230,LBMB231,LBMB232,LBMB233,LBMB234,LBMB235,LBMB236,LBMB237,LBMB238,LBMB239,LBMB240,LBMB241,LBMB242,LBMB243,LBMB244,LBMB245,LBMB246,LBMB247,LBMB248,LBMB249,MB001A,MB004A,MB005A,MB007A,MB008A,MB009A,MB011A,MB012A,MB015A,MB016A,MB017A,MB018A,MB020A,MB021A,MB022A,MB023A,MB025A,MB028A,MB029A,MB030A,MB031A,MB032A,MB037A,MB039A,MB042A,MB045A,MB053A,LBHC018,CRCC83,CRCC86,CRCC90,LBHC029,LBHC030,LBHC033,LBHC022,LBHC046,LBHC050,LBHC051,LBHC052,LBHC055,LBHC056,LBHC044,LBHC054,LBHC060,LBHC062,LBHC064,LBHC065,LBHC066,LBHC068,LBHC071,LBHC073,CRCC100,CRCC101,CRCC107,CRCC11,CRCC4,CRCC5,CRCC7,CRCC8,CRCC9,CRCC97,CRCC108,CRCC109,CRCC110,CRCC111,LBGS006,LBGS009,LBGS013,LBGS015,LBGS016,LBGS017,LBGS019,LBGS021,LBGS027,LBGS033,LBGS036,LBGS042,LBGS065,LBGS066,LBGS067,LBGS089,LBGS092,LBGS096,LBGS098,LBGS099,LBGS106,LBGS109,CRCC12,LBGS111
0,0.0027098878904662,0.0027747192740113,0.0026622960571819,0.0023929684353347,0.0030812258927838,0.0029674784398945,0.0031492510529096,0.0029646587299122,0.003139621680328,0.0029894727939734,0.0033774226874617,0.0025916205875175,0.0041913720493771,0.0024738859871889,0.0032819965874015,0.0029211438286794,0.0031056025906916,0.003616890710171,0.0026185892354269,0.0038343581602987,0.0034594263314034,0.0034724136139123,0.0028958446261077,0.0024095964961046,0.0038359308011503,0.0044386646286236,0.0036878430342749,0.0028112938585969,0.0022587687490934,0.0031125860496924,0.0041940545197506,0.0030534089681138,0.0041281274525099,0.0046741515708378,0.0023286985171433,0.0049575983846678,0.0027285955027633,0.003145260222546,0.0025214804222063,0.0026851896987853,0.0027782205555598,0.0027471334952067,0.0026545039857484,0.0039056008043381,0.0029667054362872,0.0029978557701273,0.0028008962635217,0.0027226164441888,0.0012650413786731,0.0011841857704883,0.0013481839135195,0.0010359315702863,0.0014155787326843,0.0014559713124761,0.0010729478954088,0.0012501129578776,0.0010099767862838,0.0029896726405422,0.0011857140554012,0.0012457928564953,0.0014217899287548,0.0014539450046954,0.002192061008792,0.0031946875426118,0.0014541664849303,0.0013074151555604,0.0032781981341549,0.0032194406515343,0.0044079705377015,0.0034484572115782,0.0036693150925407,0.0029595477665579,0.0034365243009093,0.0034114399435064,0.0029819265421068,0.0035700054882105,0.0024084414079947,0.0022543624062396,0.0024621321750015,0.0036478439366477,0.0029125628681057,0.0032301444245828,0.0027813756671164,0.0034848382179723,0.0032147496274609,0.0037148045662532,0.0033506835439963,0.0029014813176547,0.0031942180577051,0.0034785684305637,0.003887973800696,0.0036290812494962,0.0042676747699747,0.0035387364341529,0.0039665302802017,0.0038319982334889,0.0040168874480459,0.0028975579294841,0.0027547307756089,0.0020640328731331,0.0027845009323112,0.0037323754761149,0.0028896805028844,0.0031413918875876,0.0039579331717531,0.004241119959374,0.0029253327308671,0.0023237271754381,0.0025548783758348,0.0028989188095872,0.00279625725833,0.0031944915571275,0.0033286161613941,0.0007585870319096,0.000591802823893,0.0006040258217946,0.000656238886673,0.0005464141522052,0.0006392694653036,0.0006055481633357,0.0005230595183674,0.0029048532352161,0.0032817016258589,0.000777752763846,0.0038467257286788,0.0033018631578142,0.0029221610193067,0.0029662662934865,0.0005345015103127,0.0004219051976014,0.0004679887234137,0.0005524717136295,0.000599851159184,0.0006092966097166,0.0006785649764014,0.0006113951047767,0.0007534106200126
1,0.00288614407591,0.0029345655903812,0.0028458025748974,0.0025866309306237,0.0032784455753587,0.0031091679117638,0.0033839230491333,0.0031694975180535,0.0033730379133338,0.0032093337108694,0.0036684382893207,0.0027854857673058,0.0043487565522823,0.0026931900779872,0.0035364637796049,0.0031540604030316,0.003288486446607,0.0038658600291792,0.0027629423267121,0.0041049147599411,0.0036649347574559,0.0037306629751174,0.0031001852116964,0.0025530359114734,0.004045221486261,0.0047432307074889,0.0039196564150832,0.0030132889431991,0.0024108954385333,0.0032973703926291,0.0044541184387783,0.0032693769921155,0.0043700752031635,0.0049976088062621,0.0025073873950072,0.0052149394779633,0.0029377822952191,0.0032978501666356,0.0027897298514739,0.0028662775138463,0.0029334062491246,0.0029963485890813,0.0028546911269861,0.004153422951094,0.0030963471152883,0.0032110377135269,0.0029401067836849,0.0029172809295387,0.0013474464637309,0.0012202233581602,0.0014358119646443,0.0011126771807258,0.0015197824631344,0.0015006779194852,0.001164265612895,0.0013303164843974,0.001062036473092,0.0032021399313413,0.0012178825477867,0.0013009904454646,0.0014920966950539,0.0015236310185608,0.0022237194503667,0.0033907409411432,0.001519550180041,0.0014062984349711,0.0034932430390566,0.0034337652524187,0.0045557747105539,0.0036341558994006,0.0038863755996026,0.0030910885151748,0.0036304405682355,0.0035424022597419,0.0031815440390963,0.0037776242346203,0.0026053961826402,0.0024346273821633,0.0026493770138174,0.0038478319807733,0.0031072217733786,0.0034472674509921,0.0029604036266724,0.0036552776639681,0.0034098449889903,0.0039058324286121,0.003543824375663,0.0030972868053492,0.0033705190853862,0.0037271740840389,0.0040965047583799,0.00383174313323,0.0044949251427345,0.0036593629236626,0.0042338193457316,0.0040294166328077,0.004186235990192,0.0030837271246263,0.0029182441931798,0.0022505549712163,0.0030235345434851,0.0039940373502545,0.003105857542183,0.0033537847711657,0.0042519259904975,0.0044378940701174,0.0031440147580507,0.002484809092915,0.0027657644516338,0.0031174630026324,0.0030335356189595,0.0034139220243433,0.0036711764868885,0.0008684726689031,0.0006671214693677,0.0007147295304307,0.0007483967571282,0.0006250497623659,0.0007289349099829,0.0006939745593205,0.0005876280688713,0.0031359659360261,0.0034899214531952,0.0008991262057725,0.0039919546948137,0.0035296730323214,0.0030588572917856,0.0031477352065655,0.0006367746552876,0.0005248761217191,0.0005514116109889,0.00067802597721,0.0007178319116652,0.0007600086226432,0.00081514767337,0.0007119401469244,0.0009150078118211
2,0.0029500148601494,0.0030008289154499,0.0029758309234202,0.0026303813329711,0.0034638522916807,0.0032421612212844,0.0035095752571543,0.0033225256306273,0.0035349929777019,0.0032567330160205,0.0037657016197984,0.0028195648868042,0.0044670600925688,0.0027438224630988,0.0036031772108657,0.0031556627059195,0.0033580458811096,0.0040169168201784,0.0028618453338165,0.0042693204211217,0.0037550990786544,0.0037339169762322,0.0032289891177421,0.0026897907715629,0.0041691982585097,0.0048728818205542,0.0039867628441316,0.0031575021119393,0.00245632505264,0.0034254577245525,0.0045587602716004,0.0033663731572812,0.0045387260195378,0.0051269639120096,0.0026452219129212,0.0053633918337424,0.0030296289169484,0.0033998946917455,0.0028730461014978,0.002990591851753,0.0030365328442091,0.0030013571750118,0.0028677370305724,0.0042681627787334,0.0031805220443079,0.0032779071166844,0.0030122828303759,0.0030261740743746,0.0013005837100641,0.0011928909540038,0.0013702372983237,0.0010996626279065,0.0014642795039294,0.0015319638296533,0.0011388603746454,0.0013117305073614,0.001047889819068,0.0032732109859867,0.0012172045233571,0.0012858250472831,0.0014037269255555,0.0015153827175289,0.0022462236437752,0.00350940756284,0.0014962106838116,0.0013434916639276,0.0035714003047863,0.0035248105908276,0.0046827464022533,0.0037076907181373,0.0040566580570314,0.0032252489648806,0.0036992239645585,0.0036312084055551,0.0033209398530052,0.0038800992971156,0.0027138755683722,0.002507894778135,0.0027035955438172,0.0039001079253308,0.0031679476710778,0.0035251265865388,0.0030730872603071,0.0037862727717191,0.003537279416565,0.0039870264300794,0.0036682844793697,0.0031860831163711,0.0035070495268747,0.0037900154789395,0.0041714950510786,0.0039887990660126,0.004642164133424,0.0038105840647016,0.0043542473711972,0.0041112248729256,0.0043101774190139,0.0031892095155404,0.0030316985384683,0.0024059719264121,0.0031498694218739,0.0041517017363481,0.0032010172679252,0.0035524849267182,0.0043818768920091,0.0046673736617427,0.00324808249789,0.0026298828695247,0.002910643482591,0.0031414051797846,0.0031237213633222,0.0035568537965664,0.0036835984791659,0.0009678802133715,0.0007314109765189,0.0008037872625178,0.0008343795824565,0.0006905958404222,0.0008361248960085,0.0007760204428616,0.0006803210160232,0.003213113086984,0.0036272679657174,0.0010054569052505,0.0041216672687175,0.0035852985561991,0.0031068825460412,0.0032664404354216,0.0007265069072211,0.0005744825523159,0.0006403048518477,0.0007742512920802,0.0007997244339757,0.000883452447412,0.0009570671761537,0.0008087612986221,0.0009825496321099
3,0.0030031499168252,0.0030321545904328,0.0030275774185629,0.0026637744972118,0.0035792656036807,0.0033077882598097,0.0036075516572994,0.0034221615451803,0.0036061711318104,0.003353466291839,0.0038262588844747,0.002852518752357,0.004490883977923,0.0028020702882474,0.0036570694940992,0.0031802799048348,0.0034065785621245,0.0041078974877975,0.0028997455701267,0.0043343224282012,0.0038427109286331,0.0037753315358757,0.0033201878301925,0.0026782784819152,0.0043176189046684,0.0049438478222253,0.0040208501908697,0.0032950189296179,0.0025380150009419,0.0034251383047721,0.0046244541430893,0.0033540970801274,0.0045053860945705,0.005189487862156,0.00271113709431,0.0053984095425458,0.0030085007016837,0.0033945964297979,0.0029276270745385,0.0030330740743133,0.0030566127821944,0.0030154722808159,0.0028576152088244,0.0043065946656382,0.0031919911343933,0.0032654966780031,0.0030238271174138,0.0030478567622451,0.0013192402719152,0.0011994432426714,0.0013533557250001,0.0010917465596968,0.0014464780333108,0.0015012008037777,0.0011240406523331,0.0012534089932141,0.0010259153498175,0.0033639944021155,0.0012036440347636,0.0012915120716011,0.0014438360557366,0.0014793570497865,0.0022620147218619,0.0034929576998497,0.0014693950923991,0.0013363885172025,0.0036181687491815,0.0035854816546355,0.0045875556489553,0.0037129653675825,0.0041246674723653,0.0032508108967181,0.0037703883246004,0.0035751428388007,0.0033747692903956,0.0038987796470496,0.0027791622445559,0.0025827683733439,0.0027933997568871,0.003840886659551,0.0031162226475435,0.0035269964024741,0.0031212349312482,0.0038183500740272,0.0035646478842321,0.0040021339559256,0.0037377241104011,0.0032479381317888,0.0035399631154479,0.0038573152160459,0.0042224992303893,0.0040702432835047,0.0046606630055944,0.0038744015426712,0.0043950804609128,0.0041613580562848,0.0043675788641596,0.0032325584433134,0.0030611412618055,0.0024652457126835,0.0031692808762041,0.0041834443243585,0.0032917089545967,0.003509228354092,0.0043944331869084,0.004720800345642,0.003346178096371,0.002756765576967,0.0029403318086068,0.0032120824867379,0.0031897799251524,0.0035971162676152,0.0037203866870642,0.001053182633287,0.000821906470456,0.0008663544423522,0.0009294378528956,0.0007666725946828,0.0009140714756158,0.0008431284207991,0.0007212867770571,0.0032542070949517,0.0036528829331557,0.0010670032114965,0.0040542435211806,0.003627654632587,0.0031860656481798,0.003286224640231,0.0008080227119897,0.0006478900480981,0.0007010257732959,0.0008485622801049,0.0008943403707695,0.0009549393190691,0.0010367239444292,0.0009265716510376,0.0011336962270829
4,0.0030730000936318,0.0030249963125017,0.0030776941028349,0.0027244000547505,0.0036805917954969,0.003339326341928,0.0036135447154526,0.0035347659438497,0.0036302981204297,0.0033671471408476,0.0038364033878924,0.0028470532331921,0.0045237642032578,0.0027945577595622,0.0036566348789118,0.0031896023943649,0.0034730817824574,0.0041665294735964,0.0029109193449751,0.0043409746803877,0.0038594054701251,0.0038062938495138,0.0033008550083224,0.0027532940467165,0.004417311566889,0.0049420056886838,0.0040191021218062,0.0033626037511577,0.002607826563904,0.0035069097685436,0.0046878062067766,0.0033556126452081,0.0044695011371629,0.0052420079802791,0.0027438988973369,0.005324112334821,0.0030431614515188,0.0034382541082458,0.0029226505740553,0.0030674318165222,0.003087476390579,0.0030332299945694,0.0028654877368506,0.0043317659634663,0.0032383795076852,0.0032610877063664,0.0030887273529463,0.0030783660310185,0.0013452962159243,0.0012461517004593,0.0013903390561541,0.0011169706414497,0.00146898314454,0.0014907431179276,0.0011786619145698,0.0012666846910969,0.0010591128312604,0.0034143941155297,0.0011799131797251,0.0013052278361329,0.0014282740837495,0.0014366599620917,0.0023226616159628,0.0035688960610751,0.0014717124891878,0.0013560779414582,0.0035775161782841,0.0035777331151964,0.0046308932922299,0.0036953573466403,0.0040515659815178,0.0032924879594965,0.0037645681910654,0.0035796366437696,0.0034292715957534,0.003911741522514,0.0028182745368427,0.0025662121658225,0.0028065343866899,0.0038084544899145,0.0031715480207437,0.0035104672296059,0.0031389794954214,0.003810599338302,0.0036001888804386,0.0039797232659263,0.0037529021718288,0.0033112364308996,0.0036207233096319,0.0038423833080233,0.0042188608873473,0.0041015841989504,0.0046814178377856,0.0039091743184182,0.0044840453085541,0.0041719923679064,0.0043428048573616,0.003237586918935,0.0031329763526612,0.0025362654969682,0.0032197346149385,0.0042353954068379,0.0032795406779783,0.0034969360187055,0.0043522413357683,0.0046813682055716,0.0033698125281294,0.002818069480061,0.0029950572895627,0.0032392807999828,0.0032012611361506,0.0035373936022262,0.0038164182427467,0.0011641429464369,0.0008643262332391,0.0009308800676838,0.0009634941623836,0.0008141098463692,0.0009873950167085,0.0009091854908047,0.0007830519311106,0.0032757951471373,0.0036709548426981,0.0011300967712515,0.0040984484947313,0.0035865724231582,0.0031668555464776,0.0032686235200903,0.0008947278518098,0.0006879760526208,0.0007683111186845,0.0009045838675293,0.0009692928488164,0.0010170297204826,0.0010790230719998,0.001012559666881,0.0011944645123857
5,0.003120699338883,0.0030969731254604,0.0030888481209808,0.0027308286852995,0.0038661248537039,0.0034152728264406,0.0037202750207652,0.0036826066627769,0.0036883160989277,0.0033531899110509,0.0038724899420346,0.002966169400873,0.004641496623005,0.002829650530544,0.0036981406293054,0.0032312622694522,0.003517213515068,0.004293517304908,0.0029560674352411,0.004410823328346,0.0038968647099192,0.003847905621346,0.0033273662619417,0.002785509889521,0.0045828269483964,0.0049970942536398,0.0040948517812241,0.0034617373606891,0.0026876409776786,0.0036084852586972,0.004740312002751,0.0034065356319201,0.0046155011648189,0.0052135248474346,0.0028548452422487,0.0052850459254054,0.0031148402314045,0.003504906243546,0.0029826896444001,0.0030993424260951,0.0031521784129759,0.0030922705984167,0.0029204829683479,0.0044543668588816,0.0032687930769295,0.0032226316759791,0.0031765221409239,0.0031618347852099,0.0013785618143436,0.0012747945623492,0.0014173690897416,0.0011760057264032,0.0015134144573847,0.0015585437811889,0.0011701935018199,0.0012984548094786,0.0010641113156822,0.003434745796845,0.0012173551954525,0.0013561880344339,0.0014692168910014,0.0014856039248327,0.0024136700998148,0.0036363508451608,0.0014938932870229,0.0013774496899382,0.0036568426551237,0.0036807112043415,0.0046676922735368,0.0037530682170412,0.0041271703569398,0.0033686180608385,0.0037538538543305,0.0036254306563095,0.0034611206795428,0.0039776183484039,0.002965169558256,0.0026111857444628,0.0028309709072531,0.0038233373211052,0.0031999907831048,0.0035414313814948,0.0031937955057652,0.0038662358076163,0.0036577766978214,0.0040617048635278,0.0037454396249602,0.0033442945002506,0.0036227804089178,0.0039086923024174,0.0043588697177407,0.0041484550298971,0.0047712050466126,0.003971374457981,0.0045208345415588,0.0042813738588718,0.0043847850187368,0.0033033616920092,0.0031160322908719,0.0026226203342149,0.0032081037848646,0.0043194703696762,0.0032598622931345,0.0035370806076894,0.0043562242465159,0.0047160839524179,0.0033929386925381,0.0029001112020058,0.0030742261589382,0.0033026796850818,0.0032658221487202,0.0036679111125426,0.003911016491628,0.001213578049632,0.0009103281093238,0.0009800473572736,0.0010488220586833,0.000846981302932,0.0010282497756751,0.0009553503749564,0.0008312522636295,0.0033173274911899,0.0037253277183648,0.0011851961878768,0.0040771274090036,0.0035754260872666,0.0031995361463247,0.0034170732775564,0.0008772138460108,0.0007233018441065,0.0007945688144458,0.0009872980936677,0.0010056124137959,0.0010774619212649,0.0011493898449677,0.0010332103321033,0.0011958192193829
6,0.0032697764672036,0.0031973860333197,0.0032099634413049,0.0028301153126676,0.0040533003564167,0.0035102349192891,0.0037898348979816,0.0038356347753507,0.0037856023433603,0.0034962169688683,0.0039410234193218,0.0030576364716022,0.0049003774046112,0.0028536288755257,0.0038002751983366,0.0034564586571623,0.0037312707555144,0.0045215947669075,0.0030856228247,0.0046362396452943,0.0041013383503419,0.0039702757844829,0.0033914827091564,0.0028978475546318,0.0049485264737539,0.0051404297872993,0.0042164396960845,0.0036111971550034,0.0028949917393123,0.0036429825949758,0.0048905574611845,0.0035468769583942,0.0047179811377465,0.0053599698328887,0.0029615495210315,0.0054003983779342,0.003227727761724,0.0035694390740672,0.0031140050442451,0.0031652192366551,0.0032592714155637,0.0032536077755109,0.0031259559498317,0.0047565812422694,0.0034283363122246,0.003364861835076,0.0033226204289837,0.0033053626659804,0.0014790542780097,0.0013525795892463,0.001489969613168,0.0012162569206897,0.0016199338262893,0.0017015526351886,0.0013117571349553,0.0014027377052617,0.0011260736603071,0.0035487578335326,0.0012819935244146,0.0014462883412767,0.0015561971987153,0.0015674197931568,0.0025273353478782,0.0037934004805015,0.0016071974371577,0.0014444311173904,0.0037932805977151,0.0037858588845295,0.0048296382036683,0.0039334146870441,0.0042240924044271,0.003487774767944,0.0039858655411586,0.0037675204896107,0.0035712467368707,0.0041202752248389,0.0031111688783191,0.0026818585108976,0.0029449061843793,0.0039620577101623,0.003328403254524,0.0036754597877384,0.0033484105617454,0.0039916288984569,0.0037904377424853,0.0041434716621836,0.0040219333106336,0.0034500665766149,0.0037588537172317,0.0040708202705675,0.0044685590227841,0.0042913864693959,0.0049271670827158,0.0040279139131199,0.0046943258575244,0.0043896159593064,0.0044805254888118,0.0034160111056485,0.0032810275085232,0.0027410591475167,0.003359224363204,0.0043478766496375,0.0034031247373838,0.0036312181128651,0.0044770617081813,0.0048177570194621,0.0036220402003894,0.0030572820396117,0.0031572545106958,0.0034342658907102,0.0034318837222884,0.0037772908255584,0.0041288791254153,0.0012929697506872,0.0009461492423406,0.0010505513951759,0.0010977546132499,0.0009143973141461,0.0010883492763654,0.001002040713074,0.0008573871531192,0.0034381986666254,0.0038772889055604,0.0012572294345725,0.0042504868128526,0.0037447442372381,0.0033232304597246,0.0035189960430225,0.0009137554136656,0.0007626362360444,0.000849272347282,0.0010098714980123,0.0010393872958788,0.0011019664417041,0.0011701440898038,0.0010745116625478,0.0012411051390035
7,0.0034910139921862,0.0034728812252555,0.0033792091139023,0.0029881524803308,0.00438962245444,0.0037463067398504,0.0039663270937068,0.0040820992344608,0.0039355292902349,0.0036670202958849,0.0041531287236038,0.0032937790496362,0.0053899092954518,0.0030536885435275,0.0040404000893568,0.0037485147744707,0.0039838362944992,0.004862218684406,0.003373423025526,0.0049105024997263,0.0044054963397562,0.0042562334582113,0.0036305734302584,0.0030973629615105,0.0053835635237969,0.0053723631722416,0.0044394156166274,0.0039070792235629,0.0031050516063744,0.0038938868324465,0.0050999643798708,0.0038051292481478,0.005007520995033,0.0055446238989879,0.0032244923584726,0.0056043960649187,0.0034392718343953,0.0038663536736082,0.0033334526623234,0.0033715614605192,0.0033993351805223,0.0034947787768304,0.0033831626869163,0.0052069648425257,0.003702980058734,0.0036334825144267,0.0035847436523155,0.0035062633226205,0.0016051599876069,0.0015080560389168,0.0016218995965987,0.0013052120600628,0.0017412877540427,0.0018191144536199,0.0014509213844782,0.0015273461522861,0.0012633905153663,0.0037480125144726,0.0013882926877777,0.0015860107230516,0.0017061664406629,0.0017002416994799,0.0027053854747103,0.0040165599425765,0.0016787056809244,0.001548236752865,0.0040710132059696,0.0041001396441777,0.0051962594595811,0.0042826275076691,0.0044626431962837,0.0035824015466715,0.0042681420176074,0.004191008110248,0.003808320550711,0.0043765391274034,0.0033212606060992,0.0028794210170675,0.0031028271985193,0.0041994388676546,0.0035378235934273,0.0039318489487894,0.0035050600263568,0.0041144895706944,0.0040563300082228,0.0043372203111878,0.0041412075766858,0.0035979000634632,0.0040454000288603,0.0043230350582093,0.0047930453207505,0.0044431720688637,0.0052523261203774,0.0041723961441304,0.0049604313552364,0.004645599031913,0.0046580130418368,0.0036225253975587,0.0034359722560638,0.0028727665882041,0.0035921618151666,0.0045919990757473,0.0036077989526916,0.0039105186447497,0.0047328455865332,0.0050135259972233,0.0038006961737888,0.003226549938214,0.0033370668052649,0.0037322981119007,0.0036922908992766,0.0040332930373102,0.0043309753843889,0.0013081495513965,0.000985552488659,0.0010803403819504,0.0011461258000776,0.0009391001153355,0.0011505990275277,0.001063894151352,0.0008932887141136,0.0036673388550529,0.004109237935861,0.0012970282331645,0.0044990839747147,0.0038952728495639,0.0035325502874194,0.0038163048863301,0.0009457563131504,0.0007884416014559,0.0008350494287446,0.0009998205661508,0.0010930569715173,0.0010780146548086,0.0012015719462698,0.0011012559666881,0.001271489281655
8,0.0038690746767696,0.0038157561709281,0.0036986520445468,0.0032783337203904,0.0048226592654748,0.0040650500771407,0.0042804576137595,0.0044686233220284,0.0042492508959178,0.00403889064621,0.0044766686875653,0.0037059434948908,0.0060068826552079,0.0033115843912706,0.0045486825509825,0.0041836128405057,0.0044123175210924,0.0053117305755311,0.0036662061259465,0.0055093952608595,0.0048526617031909,0.0047603078127284,0.003903435409817,0.0033669733577765,0.006030287717177,0.005697017278774,0.004728623931687,0.004300369037978,0.0035683086346275,0.0041807257952075,0.005454809888345,0.0041109702814358,0.0053716303028189,0.0058639128710692,0.0035468893842751,0.0059363184852802,0.0037443213556142,0.004271670712596,0.0036069996566214,0.0036632596707255,0.0038196504256327,0.0039265795941709,0.0038263860147913,0.0057143610353391,0.00411914418469,0.0039731366257029,0.0040039273858524,0.0039018284646104,0.0017667447860127,0.001676917878294,0.001790617748486,0.0014757429531898,0.0019148159107228,0.0020237365067529,0.0015689146021264,0.00170734630427,0.0014119303826179,0.0041235063624044,0.0015483817892281,0.0017707832582478,0.0018467799732611,0.0018642373317619,0.0029292831277746,0.0042773782104907,0.0018580556395381,0.0016574009025357,0.0044591013551336,0.0045667566891978,0.0056678034307903,0.0047084003136244,0.0047875866591419,0.0038365919371792,0.0046624560646055,0.00464081658856,0.004103261009746,0.0047221637243463,0.0036351541681163,0.0031993017728362,0.003366588892349,0.0046709765692147,0.0038802168466601,0.0043621309918251,0.0038500053120669,0.0044716373337131,0.0043737282096394,0.0047159108524231,0.0044534961905595,0.0038049081817278,0.0043032231393498,0.0047112646667958,0.0051646279480937,0.0047189159078967,0.0055884641634734,0.0044319789584273,0.005396181573506,0.004979364498095,0.0049659389534202,0.0039395505560049,0.0037733072656781,0.0031840355355593,0.0038863014971044,0.0049616620075919,0.0039372930679989,0.0042094246735801,0.0051440304910044,0.0053216379152243,0.0042400932975547,0.0035542620492639,0.0036028762841932,0.0040144327274621,0.0040147631734,0.0043993460032619,0.0047647895762285,0.0013843172239825,0.0010449401565553,0.0011496075069071,0.0011796207418268,0.0009804354798755,0.0011903786612583,0.0010894912659792,0.0009491757788355,0.0040065014008125,0.0045646500563293,0.0013213544966668,0.0049356639028883,0.0042077948768467,0.0037554577480255,0.0041952065191274,0.00098143299163,0.000815750192037,0.0008848296436256,0.0010372232142253,0.0010844975835922,0.0011187326925309,0.0011887240804189,0.0011371407292054,0.0013218069701223
9,0.0042964653500316,0.0043113191550394,0.0040876675267314,0.0036379798849935,0.0052865866674061,0.0044317962305962,0.0046749893858899,0.0049354887502195,0.0046510607738324,0.0045235243580607,0.0049376628008881,0.0041156966816904,0.0068041669280902,0.0037133503089038,0.0050976015326269,0.004705817918087,0.0049502112149612,0.005911336499268,0.0040480774312397,0.0060873809436922,0.0053805403457398,0.0053216723080856,0.0043048565761572,0.0037167055763488,0.0067811779614671,0.0062566749928178,0.0051848699572577,0.004814400275144,0.004078454026064,0.0046878046965248,0.0058417011877895,0.0046993126457689,0.0058782614272592,0.0062468373301884,0.003973510711739,0.0064620813261781,0.0042504381485467,0.0048153783536541,0.0039367329466967,0.0040560734014497,0.0043375145052761,0.004400877504255,0.0043770131178809,0.0064351971289792,0.0046484631726493,0.0045521815673306,0.0045560159365487,0.0043653199031148,0.0020249010079666,0.0019351716559224,0.0020440365110374,0.0016939044262225,0.0022303216501413,0.0023398200615713,0.0018084295427353,0.0019514360322399,0.0015947994636343,0.0045620797670829,0.0017639935578638,0.002043871935795,0.0020845631999934,0.0020975550822755,0.0031920863355453,0.0047539069459184,0.0021049411617093,0.0018941101517362,0.0049729246682678,0.0051275184884025,0.0064319145095798,0.0053204923543956,0.0052960174532182,0.0041895371202515,0.0052791256677941,0.0052432004451006,0.0044754691403685,0.0052428498863853,0.0040854929024625,0.003578735454167,0.0037163365929106,0.0052565539647738,0.0043079383869761,0.0048606239201812,0.0041889603945848,0.0048621669783204,0.0048717773035388,0.0050798518660551,0.0048703869444386,0.0041533581019142,0.0047890033262533,0.0051653078984202,0.0056921876891812,0.0051768727374019,0.0061896023103436,0.0047954757653632,0.0059062993029969,0.0055668342558218,0.0053390483468669,0.0043379561015234,0.0042099228806812,0.0035563184170397,0.0043920420737657,0.0054024359624266,0.0043120379619809,0.0046925601340269,0.0057700900549621,0.0056916814885122,0.0046962632438587,0.0039632882394919,0.0039492400877111,0.0045852142307704,0.0044773395005739,0.0050210656603733,0.0053921001862343,0.0014612909036857,0.0010966922671506,0.0011985686443392,0.0012564345607545,0.0010356477167968,0.0012383292467823,0.0011559987250985,0.000984444314825,0.0044711376508999,0.0050585632014749,0.0013726717380479,0.0055097704154419,0.0046443066214755,0.0042207170404729,0.004796646345332,0.0010620839072233,0.0008122426666412,0.0008982320091705,0.0010815461760405,0.0011321525542023,0.0011800861158861,0.0012873561582588,0.001155760181455,0.0013367087470914
